-116.0222,34.8224,1988,3,17,2.2,0.701579065301901,12,52,20.23
-118.2842,34.4539,1988,3,17,2.1,6.04374325472796,15,51,42.04
-119.3882,34.2745,1988,3,18,2.3,1.07303382534986,1,24,46.72
-115.792,33.09,1988,3,18,2.3,10.8,1,51,55.69
-116.5263,33.6178,1988,3,18,2.1,14.5261622970547,2,56,46.83
-116.9744,33.5031,1988,3,18,2,15.0569005832038,8,27,20.69
-118.1954,35.0093,1988,3,18,2,7.03515402977867,8,41,32.81
-118.6591,35.7023,1988,3,18,2.5,9.26338015171834,10,21,16.3
-115.1616,31.1688,1988,3,18,2.5,2.4188036418342,18,17,15.01
-115.852,33.015,1988,3,19,3.1,11.2,0,57,47.86
-117.5593,35.9701,1988,3,19,2.5,18.2579434698567,9,47,3.58
-120.0499,36.151,1988,3,19,2.2,6,14,7,48.25
-117.854,33.6793,1988,3,19,2.1,17.9314114606341,22,49,49.24
-120.9669,35.9065,1988,3,19,2.1,0.0273110606893168,22,54,34.37
-119.5866,34.1341,1988,3,20,2.2,7.97100232197097,3,59,42.37
-117.287,34.465,1988,3,20,2.2,6.43434474077175,12,4,43.38
-116.5904,34.1935,1988,3,20,2.1,16.2705807237494,19,26,38.3
-116.5891,34.1952,1988,3,20,2.4,16.2705807237494,21,48,1.37
-115.852,33.015,1988,3,21,2.3,11.2,9,51,41.41
-115.5512,33.3541,1988,3,21,2.8,3.76523568687019,12,20,11.21
-116.7848,35.0404,1988,3,21,2.3,17.1752806787614,15,30,22.99
-115.8513,33.0137,1988,3,21,2.2,11.2,20,48,2.13
-116.9639,34.0543,1988,3,22,2.1,0.0902474547527565,9,39,14.78
-116.6726,34.3811,1988,3,22,3.3,8.7009233221941,17,12,55.44
-121.2851,36.0329,1988,3,22,2.6,17.9430043693031,20,38,49.79
-118.0289,35.5592,1988,3,22,2.3,10.90530424136,20,55,26.78
-119.1982,35.3607,1988,3,22,2.2,10.177607068432,23,3,2.13
-118.0791,34.0608,1988,3,23,2.6,9.5,8,58,44.37
-115.6946,32.2921,1988,3,23,2.7,10.4747175284156,11,24,54.32
-118.5809,34.4067,1988,3,23,2.4,6.13018178610435,12,6,40.68
-117.5554,34.4325,1988,3,23,4.3,18.9337321425747,23,12,7.12
-115.6946,32.2921,1988,3,23,2.2,10.4747175284156,23,13,30.27
-117.5553,34.4325,1988,3,24,2.8,18.9337321425747,0,10,26.24
-117.5553,34.4325,1988,3,24,2.1,18.9337321425747,0,55,21.69
-117.5553,34.4325,1988,3,24,2.9,18.9337321425747,1,4,42.84
-115.852,33.015,1988,3,24,2.1,11.2,1,6,29.9
-117.5553,34.4325,1988,3,24,2.2,18.9337321425747,2,6,42.31
-116.8389,31.8328,1988,3,24,2,19.987524276429,2,18,16.48
-117.5553,34.4324,1988,3,24,2,18.9337321425747,3,13,7.01
-117.5553,34.4325,1988,3,24,2.1,18.9337321425747,3,20,36.22
-115.6941,32.2921,1988,3,24,2,10.4747175284156,6,3,42.44
-117.2244,35.858,1988,3,24,3.2,16.0930672132022,6,5,42.02
-115.8522,33.0149,1988,3,24,2.3,11.2,8,44,44.83
-115.852,33.015,1988,3,24,3.2,11.2,10,12,58.87
-115.8534,33.0133,1988,3,24,2.2,11.2,12,12,18.19
-117.5555,34.4326,1988,3,24,2.2,18.9337321425747,14,15,23.13
-117.764,33.03,1988,3,24,2.4,6,15,29,31.59
-117.5554,34.4325,1988,3,24,2.4,18.9337321425747,15,47,49.17
-118.1043,34.0637,1988,3,24,2.7,8.3,17,55,39.73
-115.852,33.015,1988,3,24,2.3,11.2,19,12,34.39
-117.5553,34.4325,1988,3,25,2.1,18.9337321425747,0,31,10.08
-115.6381,32.0797,1988,3,25,2.1,4.56815653737435,1,11,28.45
-114.2987,34.937,1988,3,25,2.6,3.7318050336785,1,44,39.63
-116.0476,31.7449,1988,3,25,2.1,11.3025706279874,8,41,0.3
-117.8961,34.0103,1988,3,25,2.1,5.43774722776516,9,55,28.69
-115.5175,33.1426,1988,3,25,2.2,9.049790304048,10,45,59.91
